id,nombre,categoria,tipo,referencia,precio,,coste,activo
1,BANDA Cubitron II  1/2x18” 36+,82,product,0580-0217,28.67,1.4335,27.2365,True
2,BANDA Cubitron II  1/2x18” 80+,82,product,0580-0218,28.67,1.4335,27.2365,True
3,CUBETA WETODTY 3M,82,product,0306-0007,0.09,0.0045,0.0855,True
4,DISCO 3M CTE.PREC.A.INOX 4 1/2,82,product,0278-0031,10.23,0.5115,9.7185,True
5,DISCO 3M CTE.PREC.METAL  4 1/2,82,product,0279-0139,9.59,0.4795,9.1105,True
6,DISCO CLEAN&STRIP 4.5X7/8”FIBR,81,product,0286-0025,72.89,3.6445,69.2455,True
7,DISCO CLEAN&STRIP 4x1x1/4”FIBR,81,product,0286-0044,340.16,17.008,323.152,True
8,DISCO CLEAN&STRIP 7x7/8”T27 XT,81,product,0286-0048,170.8,8.54,162.26,True
9,DISCO CTE.3M BLACK  4.5” 28672,82,product,0279-0166,6.35,0.3175,6.0325,True
10,DISCO CTE.3M BLACK 14”   72651,82,product,0279-0167,43.75,2.1875,41.5625,True
11,DISCO CTE.CUBITRON II 3” 33455,82,product,0279-0161,92.07,4.6035,87.4665,True
12,DISCO CTE.CUBITRON II 3” 33456,82,product,0279-0163,92.07,4.6035,87.4665,True
13,DISCO CTE.CUBITRON II 4 1/2”,82,product,0279-0162,99.91,4.9955,94.9145,True
14,DISCO CUBITRON II 982C 4.5”#36,81,product,0289-0097,46.8,2.34,44.46,True
15,DISCO CUBITRON II 982C 4.5”#60,81,product,0289-0098,48.2,2.41,45.79,True
16,DISCO CUBITRON II 982C 4.5”#80,81,product,0289-0099,46.8,2.34,44.46,True
17,DISCO CUBITRON II 982C 7” # 36,81,product,0289-0080,64.12,3.206,60.914,True
18,DISCO CUBITRON II 982C 7” # 60,81,product,0289-0100,61.29,3.0645,58.2255,True
19,DISCO CUBITRON II 982C 7” # 80,81,product,0289-0101,63.13,3.1565,59.9735,True
20,DISCO DESB.3M BLACK  4.5”72674,82,product,0284-0084,13,0.65,12.35,True
21,DISCO DESB.3M BLACK  7”  72678,82,product,0284-0085,24.2,1.21,22.99,True
22,DISCO DESB.CUBITRON II 4 1/2”,82,product,0284-0071,127.06,6.353,120.707,True
23,DISCO DESB.CUBITRON II 7”,82,product,0284-0072,187.57,9.3785,178.1915,True
24,DISCO DESB.CUBITRON II 7”,82,product,0284-0088,187.59,9.3795,178.2105,True
25,DISCO FIBRA 987C 4.5x7/8” # 60,82,product,0286-0045,47.21,2.3605,44.8495,True
26,DISCO FIBRA 987C 7x7/8”   # 36,81,product,0286-0026,63.55,3.1775,60.3725,True
27,DISCO FIBRA 987C 7x7/8”   # 60,82,product,0286-0046,61.7,3.085,58.615,True
28,DISCO FIBRA 987C 7x7/8”   # 80,82,product,0286-0047,61.7,3.085,58.615,True
29,DISCO FIBRA CUBITRON 4.5” # 36,82,product,0286-0038,51.41,2.5705,48.8395,True
30,DISCO FIBRA CUBITRON 4.5” # 80,82,product,0286-0039,51.41,2.5705,48.8395,True
31,DISCO FIBRA CUBITRON II 4”# 36,82,product,0286-0041,46.6,2.33,44.27,True
32,DISCO FIBRA CUBITRON II 4”# 80,82,product,0286-0042,46.6,2.33,44.27,True
33,DISCO FIBRA CUBITRON II 7”# 36,82,product,0286-0040,66.76,3.338,63.422,True
34,DISCO FIBRA CUBITRON II 7”# 80,82,product,0286-0043,66.76,3.338,63.422,True
35,DISCO FLAP 566A # 40  4.5x7/8”,82,product,0288-0126,44.82,2.241,42.579,True
36,DISCO FLAP 566A # 60  4.5x7/8”,82,product,0288-0127,44.82,2.241,42.579,True
37,DISCO FLAP 566A # 60YF 7X7/8”,82,product,0288-0118,145.9,7.295,138.605,True
38,DISCO FLAP 566A # 80  4.5x7/8”,82,product,0288-0128,44.82,2.241,42.579,True
39,DISCO FLAP 577F # 40  4.5X7/8”,82,product,0288-0105,56.12,2.806,53.314,True
40,DISCO FLAP 577F # 60  4.5X7/8”,82,product,0288-0106,56.12,2.806,53.314,True
41,DISCO FLAP 577F # 80  4.5X7/8”,82,product,0288-0107,56.12,2.806,53.314,True
42,DISCO FLAP 967A # 40  4.5x7/8”,82,product,0288-0142,47.97,2.3985,45.5715,True
43,DISCO FLAP 967A # 60  4.5x7/8”,82,product,0288-0143,47.97,2.3985,45.5715,True
44,DISCO FLAP 967A # 80  4.5x7/8”,82,product,0288-0144,47.97,2.3985,45.5715,True
45,DISCO HOOKIT 236U 6” # 150P,81,product,0293-0319,7.67,0.3835,7.2865,True
46,"DISCO HOOKIT 260L 6"" #1000P 7H",81,product,0293-0345,11.91,0.5955,11.3145,True
47,Disco Hookit 260L 6” #1200P 7H,81,product,0293-0342,11.91,0.5955,11.3145,True
48,Disco Hookit 260L 6” #1500P 7H,81,product,0293-0346,12.92,0.646,12.274,True
49,DISCO HOOKIT C.S.3” # 80 30283,81,product,0293-0337,6.15,0.3075,5.8425,True
50,DISCO HOOKIT C.S.3” #320 30275,81,product,0293-0165,5.94,0.297,5.643,True
51,DISCO HOOKIT C.S.3” #400 30273,81,product,0293-0166,6.69,0.3345,6.3555,True
52,DISCO HOOKIT C.S.6” #600 30771,81,product,0293-0167,13.37,0.6685,12.7015,True
53,DISCO HOOKIT C.S.6”#  40+31370,81,product,0293-0343,27,1.35,25.65,True
54,DISCO HOOKIT C.S.6”#  80+31371,81,product,0293-0334,16.54,0.827,15.713,True
55,DISCO HOOKIT C.S.6”# 100 01819,81,product,0293-0336,12.18,0.609,11.571,True
56,DISCO HOOKIT C.S.6”# 120+31372,81,product,0293-0335,13.59,0.6795,12.9105,True
57,DISCO HOOKIT C.S.6”# 150 01817,81,product,0293-0331,12.98,0.649,12.331,True
58,DISCO HOOKIT C.S.6”# 150 31373,81,product,0293-0348,12.98,0.649,12.331,True
59,DISCO HOOKIT C.S.6”# 220 31481,81,product,0293-0349,12.98,0.649,12.331,True
60,DISCO HOOKIT FILM 0950 6”P1500,81,product,0293-0168,9.54,0.477,9.063,True
61,DISCO HOOKIT FILM 0968 6”P1200,81,product,0293-0169,8.95,0.4475,8.5025,True
62,DISCO HOOKIT FILM 0969 6”P1000,81,product,0293-0170,9.87,0.4935,9.3765,True
63,DISCO HOOKIT FILM 0970 6” P800,81,product,0293-0171,9.88,0.494,9.386,True
64,DISCO HOOKIT FILM 0971 6” P600,81,product,0293-0172,7.6,0.38,7.22,True
65,DISCO HOOKIT GOLD 0973 6” P400,81,product,0293-0175,6.84,0.342,6.498,True
66,DISCO HOOKIT GOLD 0975 6” P320,81,product,0293-0176,6.84,0.342,6.498,True
67,DISCO HOOKIT GOLD 0978 6” P220,81,product,0293-0177,6.84,0.342,6.498,True
68,DISCO HOOKIT GOLD 0979 6” P180,81,product,0293-0178,6.84,0.342,6.498,True
69,DISCO HOOKIT GOLD 0980 6” P150,81,product,0293-0179,6.84,0.342,6.498,True
70,DISCO HOOKIT GOLD 0981 6” P120,81,product,0293-0180,6.84,0.342,6.498,True
71,DISCO HOOKIT GOLD 0982 6” P100,81,product,0293-0181,6.84,0.342,6.498,True
72,DISCO HOOKIT GOLD 0983 6” P 80,81,product,0293-0182,7.87,0.3935,7.4765,True
73,DISCO HOOKIT GOLD 1073 6” P400,81,product,0293-0184,9.87,0.4935,9.3765,True
74,DISCO HOOKIT GOLD 1075 6” P320,81,product,0293-0185,8.5,0.425,8.075,True
75,DISCO HOOKIT GOLD 1078 6” P220,81,product,0293-0186,8.5,0.425,8.075,True
76,DISCO HOOKIT GOLD 1081 6” P120,81,product,0293-0187,8.5,0.425,8.075,True
77,DISCO HOOKIT GOLD 30770 6”P800,81,product,0293-0188,12.92,0.646,12.274,True
78,DISCO HOOKIT IMP.C.6”1811 P400,81,product,0293-0189,12.54,0.627,11.913,True
79,DISCO HOOKIT IMP.C.6”1812 P320,81,product,0293-0190,12.54,0.627,11.913,True
80,DISCO HOOKIT IMP.C.6”1815 P220,81,product,0293-0191,11.74,0.587,11.153,True
81,DISCO HOOKIT IMP.C.6”1816 P180,81,product,0293-0192,11.74,0.587,11.153,True
82,DISCO HOOKIT IMP.C.6”1818 P120,81,product,0293-0194,10.04,0.502,9.538,True
83,DISCO HOOKIT IMP.C.6”1821  P80,81,product,0293-0196,20.66,1.033,19.627,True
84,DISCO HOOKIT IMP.C.6”1824  P36,81,product,0293-0197,22.14,1.107,21.033,True
85,DISCO HOOKIT MICR 0868 6”P1200,81,product,0293-0198,12.9,0.645,12.255,True
86,DISCO HOOKIT MICR 0869 6”P1000,81,product,0293-0199,10.79,0.5395,10.2505,True
87,DISCO HOOKIT MICR 0870 6” P800,81,product,0293-0200,13.17,0.6585,12.5115,True
88,DISCO HOOKIT PURP 0672 6” P500,81,product,0293-0202,9.67,0.4835,9.1865,True
89,DISCO HOOKIT PURP 0673 6” P400,81,product,0293-0203,8.78,0.439,8.341,True
90,DISCO HOOKIT PURP 0675 6” P320,81,product,0293-0205,9.67,0.4835,9.1865,True
91,DISCO HOOKIT PURP 0676 6” P280,81,product,0293-0206,9.77,0.4885,9.2815,True
92,DISCO HOOKIT PURP 0678 6” P220,81,product,0293-0208,9.67,0.4835,9.1865,True
93,DISCO HOOKIT PURP 0679 6” P180,81,product,0293-0209,9.67,0.4835,9.1865,True
94,DISCO HOOKIT PURP 0680 6” P150,81,product,0293-0210,9.67,0.4835,9.1865,True
95,DISCO HOOKIT PURP 0681 6” P120,81,product,0293-0211,9.32,0.466,8.854,True
96,DISCO HOOKIT PURP 0682 6” P100,81,product,0293-0212,9.81,0.4905,9.3195,True
97,DISCO HOOKIT PURP 0683 6”  P80,81,product,0293-0213,11.04,0.552,10.488,True
98,DISCO HOOKIT PURP 0769 6”P1000,81,product,0293-0217,12.95,0.6475,12.3025,True
99,DISCO HOOKIT PURP 0786 6”  40E,81,product,0293-0232,26.08,1.304,24.776,True
100,DISCO HOOKIT PURP 0787 6”  36E,81,product,0293-0233,27.74,1.387,26.353,True
101,DISCO HOOKIT PURP 0834 6”  40E,81,product,0293-0228,20.39,1.0195,19.3705,True
102,DISCO HOOKIT PURP 0835 6”  36E,81,product,0293-0229,21.88,1.094,20.786,True
103,DISCO HOOKIT PURP 0850 6”P1500,81,product,0293-0230,12.78,0.639,12.141,True
104,DISCO HOOKIT REG. 0512 6”  G80,81,product,0293-0234,20.53,1.0265,19.5035,True
105,DISCO HOOKIT REG. 0515 6”  G40,81,product,0293-0235,17.58,0.879,16.701,True
106,DISCO HOOKIT REG. 0516 6”  G36,81,product,0293-0236,26.6,1.33,25.27,True
107,DISCO HOOKIT REG. 0525 8”  G36,81,product,0293-0238,30.45,1.5225,28.9275,True
108,DISCO HOOKIT ROJO 1222 6” #180,81,product,0293-0339,5.76,0.288,5.472,True
109,DISCO HOOKIT ROJO 1224 6” #120,81,product,0293-0340,5.76,0.288,5.472,True
110,DISCO HOOKIT ROJO 1261 6” # 80,81,product,0293-0341,6.17,0.3085,5.8615,True
111,DISCO HOOKIT ROJO 1262 6” # 40,81,product,0293-0316,16.46,0.823,15.637,True
112,DISCO ROLOC CRS 3”,81,product,0291-0061,39.5,1.975,37.525,True
113,DISCO ROLOC CUBITRON II 2”# 36,81,product,0291-0058,20.2,1.01,19.19,True
114,DISCO ROLOC CUBITRON II 2”# 80,81,product,0291-0059,20.21,1.0105,19.1995,True
115,DISCO ROLOC CUBITRON II 3”# 36,81,product,0291-0054,20.57,1.0285,19.5415,True
116,DISCO ROLOC CUBITRON II 3”# 80,81,product,0291-0053,24.08,1.204,22.876,True
117,DISCO ROLOC MEDIANO 3”   05531,81,product,0291-0022,32.82,1.641,31.179,True
118,DISCO TRIZAC     02085 6”P3000,81,product,0293-0240,59.77,2.9885,56.7815,True
119,DISCO TRIZAC ESP.30662 6”P5000,81,product,0293-0296,59.77,2.9885,56.7815,True
120,KIT BLOQUES ABRAS. 3M    05684,81,product,0077-0007,2057.94,102.897,1955.043,True
121,LIJA 3M FLEX. 5.5x6.8” #  400,81,product,0445-0100,28.81,1.4405,27.3695,True
122,LIJA 3M FLEX. 5.5x6.8” #  600,81,product,0445-0101,28.81,1.4405,27.3695,True
123,LIJA 3M FLEX. 5.5x6.8” #  800,81,product,0445-0102,28.81,1.4405,27.3695,True
124,LIJA 3M FLEX. 5.5x6.8” # 1000,81,product,0445-0093,28.81,1.4405,27.3695,True
125,LIJA 3M FLEX. 5.5x6.8” # 1200,81,product,0445-0094,28.81,1.4405,27.3695,True
126,LIJA 3M FLEX. 5.5x6.8” # 1500,81,product,0445-0095,28.81,1.4405,27.3695,True
127,Lija 3M Imper.5.5x9”#1000 2021,81,product,0445-0062,8.55,0.4275,8.1225,True
128,Lija 3M Imper.5.5x9”#1200 2022,81,product,0445-0063,8.55,0.4275,8.1225,True
129,Lija 3M Imper.5.5x9”#1500 2023,81,product,0445-0065,8.55,0.4275,8.1225,True
130,Lija 3M Imper.5.5x9”#2000 2044,81,product,0445-0068,8.55,0.4275,8.1225,True
131,Lija 3M Imper.5.5x9”#2500 2045,81,product,0445-0069,8.55,0.4275,8.1225,True
132,Lija 3M Imper.5.5x9”#3000 1998,81,product,0445-0091,8.56,0.428,8.132,True
133,Lija 3M Imper.9x11”# 220 02043,81,product,0445-0099,6.99,0.3495,6.6405,True
134,Lija 3M Imper.9x11”# 320 02040,81,product,0445-0096,6.99,0.3495,6.6405,True
135,Lija 3M Imper.9x11”# 400 02038,81,product,0445-0097,6.99,0.3495,6.6405,True
136,Lija 3M Imper.9x11”# 600 02036,81,product,0445-0098,6.99,0.3495,6.6405,True
137,Lija 3M Imper.9x11”# 800 02035,81,product,0445-0103,6.99,0.3495,6.6405,True
138,Lija 3M Imper.9x11”#1000 02034,81,product,0445-0087,18.11,0.9055,17.2045,True
139,Lija 3M Imper.9x11”#1200 02033,81,product,0445-0064,18.11,0.9055,17.2045,True
140,Lija 3M Imper.9x11”#1500 02032,81,product,0445-0066,18.11,0.9055,17.2045,True
141,Lija 3M Imper.9x11”#2000 02020,81,product,0445-0067,18.11,0.9055,17.2045,True
142,Lija 3M Imper.9x11”#2500 02019,81,product,0445-0088,18.11,0.9055,17.2045,True
143,Lija 3M Imper.9x11”#3000 01999,81,product,0445-0092,18.11,0.9055,17.2045,True
144,RESP.DISCO HOOK 6”        5776,81,product,0740-0012,470.45,23.5225,446.9275,True
145,RESP.DISCO HOOK BLOC      5741,81,product,0858-0010,470.45,23.5225,446.9275,True
146,RESP.DISCO HOOK”QUESAD”6” 5792,81,product,0740-0013,125.13,6.2565,118.8735,True
147,RESP.DISCO HOOKIT II 6”   5286,81,product,0740-0014,487.16,24.358,462.802,True
148,RESP.HOOK ”SUAVE” 6”      5774,81,product,0740-0018,151.82,7.591,144.229,True
149,RESP.LARGO GARLOPA        5744,81,product,0858-0011,705.47,35.2735,670.1965,True
150,RESP.MAN.HOOK”CHANCLA” 6” 5791,81,product,0740-0019,123.77,6.1885,117.5815,True
151,RESP.MAN.HOOKIT 6”        5291,81,product,0740-0020,427.21,21.3605,405.8495,True
152,RESP.MANUAL STIKIT DURO   5586,81,product,0741-0001,58.03,2.9015,55.1285,True
153,RESP.MEDIA LUNA HOOKIT 6” 5292,81,product,0740-0021,213.62,10.681,202.939,True
154,RESP.P/TIRAS TRIZACT ESP. 5612,81,product,0858-0018,89.58,4.479,85.101,True
155,RESP.SUAVE P/LIJA MICROF. 5526,81,product,0741-0002,38.69,1.9345,36.7555,True
156,RESP.TABLA MAN.70X406MM  05244,81,product,0858-0012,631.99,31.5995,600.3905,True
157,RESPALDO 3M 9302,81,product,0740-0037,129.6,6.48,123.12,True
158,ROLLO TIRA CUBITRON II CS  40+,81,product,0752-0130,505.46,25.273,480.187,True
159,ROLLO TIRA CUBITRON II CS  80+,81,product,0752-0131,552.72,27.636,525.084,True
160,ROLLO TIRA CUBITRON II CS 120+,81,product,0752-0132,464.44,23.222,441.218,True
161,ROLLO TIRA CUBITRON II CS 150+,81,product,0752-0133,464.44,23.222,441.218,True
162,ROLLO TIRA CUBITRON II CS 220+,81,product,0752-0134,464.44,23.222,441.218,True
163,ROLLO TIRA HOOKIT C.SAND P  36,81,product,0752-0098,463.26,23.163,440.097,True
164,ROLLO TIRA HOOKIT C.SAND P  40,81,product,0752-0124,465.54,23.277,442.263,True
165,ROLLO TIRA HOOKIT C.SAND P 120,81,product,0752-0104,405.42,20.271,385.149,True
166,ROLLO TIRA HOOKIT C.SAND P 150,81,product,0752-0100,388.86,19.443,369.417,True
167,ROLLO TIRA HOOKIT C.SAND P 180,81,product,0752-0105,388.86,19.443,369.417,True
168,ROLLO TIRA HOOKIT C.SAND P 220,81,product,0752-0101,449.26,22.463,426.797,True
169,ROLLO TIRA HOOKIT C.SAND P 320,81,product,0752-0106,429.77,21.4885,408.2815,True
170,ROLLO TIRA HOOKIT C.SAND P 400,81,product,0752-0107,414.96,20.748,394.212,True
171,RUEDA CTE. GREEN CORPS 3” 1987,81,product,0761-0150,24.38,1.219,23.161,True
172,RUEDA CTE. GREEN CORPS 3” 1989,81,product,0761-0151,87.95,4.3975,83.5525,True
173,RUEDA CTE. GREEN CORPS 3” 1990,81,product,0761-0152,79.34,3.967,75.373,True
174,RUEDA CTE. USO GENERAL 3” 1988,81,product,0761-0153,23.08,1.154,21.926,True
175,TIRA CUBITRON II   80+   34492,81,product,0857-0092,22.06,1.103,20.957,True
176,TIRA CUBITRON II  120+   34494,81,product,0857-0093,14.43,0.7215,13.7085,True
177,TIRA CUBITRON II  180+   34496,81,product,0857-0094,14.43,0.7215,13.7085,True
178,TIRA CUBITRON II  220+   34497,81,product,0857-0091,14.43,0.7215,13.7085,True
179,TIRA GREEN 70X445MM #36   2222,81,product,0857-0051,14.94,0.747,14.193,True
180,TIRA GREEN 70X445MM #80   2220,81,product,0857-0073,9.78,0.489,9.291,True
181,TIRA HOOKIT 216U          P220,81,product,0857-0052,15.23,0.7615,14.4685,True
182,TIRA HOOKIT 236U 2473     P120,81,product,0857-0053,14.55,0.7275,13.8225,True
183,TIRA HOOKIT GOLD 2469     P220,81,product,0857-0059,14.55,0.7275,13.8225,True
184,TIRA HOOKIT GOLD 2470     P180,81,product,0857-0060,14.06,0.703,13.357,True
185,TIRA HOOKIT IMPERIAL 1793 G 40,81,product,0857-0085,18.86,0.943,17.917,True
186,TIRA HOOKIT IMPERIAL 1794 G 36,81,product,0857-0086,27.52,1.376,26.144,True
187,TIRA HOOKIT IMPERIAL 1862 G220,81,product,0857-0090,14.43,0.7215,13.7085,True
188,TIRA HOOKIT IMPERIAL 1864 G150,81,product,0857-0088,12.35,0.6175,11.7325,True
189,TIRA HOOKIT IMPERIAL 1865 G120,81,product,0857-0087,14.43,0.7215,13.7085,True
190,TIRA HOOKIT PURP.0801      G80,81,product,0857-0061,18.58,0.929,17.651,True
191,TIRA HOOKIT PURP.0802      G40,81,product,0857-0062,18.54,0.927,17.613,True
192,TIRA HOOKIT PURP.0803      G36,81,product,0857-0063,20.66,1.033,19.627,True
193,TIRA HOOKIT PURP.2667     G400,81,product,0857-0064,10.41,0.5205,9.8895,True
194,TIRA HOOKIT PURP.2668     G320,81,product,0857-0065,11.46,0.573,10.887,True
195,TIRA HOOKIT PURP.2669     G220,81,product,0857-0066,12.16,0.608,11.552,True
196,TIRA HOOKIT PURP.2670     G180,81,product,0857-0067,11.05,0.5525,10.4975,True
197,TIRA HOOKIT PURP.2672     G150,81,product,0857-0068,12.16,0.608,11.552,True
198,TIRA HOOKIT PURP.2673     G120,81,product,0857-0069,12.08,0.604,11.476,True
199,TIRA HOOKIT PURPURA 01860 P320,81,product,0857-0089,14.94,0.747,14.193,True
200,TIRA HOOKIT REGAL 539      G80,81,product,0857-0070,19.67,0.9835,18.6865,True
201,TIRA HOOKIT REGAL 542      G40,81,product,0857-0071,28.81,1.4405,27.3695,True
202,TIRA HOOKIT REGAL 543      G36,81,product,0857-0072,27.52,1.376,26.144,True
203,TIRA TRIZACT 7x14cmP3000 30290,81,product,0857-0080,30.4,1.52,28.88,True
204,TIRA TRIZACT 7x14cmP5000 30289,81,product,0857-0081,30.4,1.52,28.88,True
205,366 MIXING BOARD,81,product,0819-0001,39.06,1.953,37.107,True
206,3M NOMAD LOGO FERRET. 90x60cm,82,product,0341-0171,0.09,0.0045,0.0855,True
207,5433 MAR-HYDE QUIKSAND 2K PLYE,81,product,0735-0001,501.93,25.0965,476.8335,True
208,5463 MAR-HYDE QUIKSAND BUFF GA,81,product,0735-0002,501.93,25.0965,476.8335,True
209,550 AUTOM SEAM SEALER CAULK-GR,81,product,0017-0001,82.46,4.123,78.337,True
210,ABRILL.FINAL 3000  3.78L 06067,81,product,0003-0001,1037.84,51.892,985.948,True
211,ABRILL.FINAL 3000  946ML 06066,81,product,0003-0002,288.4,14.42,273.98,True
212,ABRILL.HULES/VINIL 473ml 39042,81,product,0743-0001,119,5.95,113.05,True
213,ABRILL.MAN.PERF.IT 473ML 39007,81,product,0003-0004,157.22,7.861,149.359,True
214,ABRILL.MAN.PERF.IT 473ML 39009,81,product,0003-0005,267.4,13.37,254.03,True
215,ABRILL.MANUAL IHG  3.78L  6000,81,product,0003-0006,1266.9,63.345,1203.555,True
216,ABRILL.MANUAL IHG  946ML  5990,81,product,0003-0007,436.58,21.829,414.751,True
217,ABRILL.MAQ.PERF-IT 946ML  5937,81,product,0003-0008,385.16,19.258,365.902,True
218,ABRILL.MAQ.P-IT EX  946ml 6094,81,product,0003-0019,517.4,25.87,491.53,True
219,ABRILL.MAQ.P-IT EX 3.78Lt 6095,81,product,0003-0020,1990.61,99.5305,1891.0795,True
220,ABRILL.PERF-IT II  225ml.5988P,81,product,0003-0011,107.43,5.3715,102.0585,True
221,ABRILL.TRIZ PERF-IT ACAB. 1LT.,81,product,0003-0012,498.48,24.924,473.556,True
222,ADAPT.P/BORLA 2CARAS 5/8”05752,81,product,0014-0034,424.17,21.2085,402.9615,True
223,ADAPTAD. P/SIST PPS No.9 16016,81,product,0662-0001,133.2,6.66,126.54,True
224,ADAPTADOR ATD SUPERBUFF   5710,81,product,0014-0019,123.01,6.1505,116.8595,True
225,ADHESIVO 3M 27 USO GRAL.368gr.,82,product,0024-0005,90.45,4.5225,85.9275,True
226,ADHESIVO 3M SUPER77 AEROS.476g,82,product,0024-0003,225.64,11.282,214.358,True
227,ADHESIVO P/CARROCER.200ML 8115,81,product,0017-0002,515,25.75,489.25,True
228,ADHESIVO P/PARABR. 310ML  8693,81,product,0017-0003,154.85,7.7425,147.1075,True
229,ADHESIVO PARA EMBLEMAS    8061,81,product,0017-0004,125.2,6.26,118.94,True
230,ADHESIVO PARTES FLEX.     5896,81,product,0017-0005,800.97,40.0485,760.9215,True
231,ADHESIVO TRUCK LINE 400ML 8272,81,product,0017-0007,806.35,40.3175,766.0325,True
232,ADHESIVO TRUCK LINE 400ML 8274,81,product,0017-0008,931.49,46.5745,884.9155,True
233,ALMOHAD/ESP.P/ABRILL 6”   5729,81,product,0036-0006,313.32,15.666,297.654,True
234,ARCILLA LIMPIAD.PERF-IT  38070,81,product,0469-0001,676.59,33.8295,642.7605,True
235,AUTOMIX P/FIBRA DE VIDRIO 8273,81,product,0017-0009,931.49,46.5745,884.9155,True
236,AUTOMIX partes rigidas 400ml,81,product,0017-0049,777.13,38.8565,738.2735,True
237,AUTOMIX REP.PART.FLEX.KIT 5895,81,product,0017-0010,550.93,27.5465,523.3835,True
238,BATERIA P/SUN GUN II     16398,81,product,0072-0018,1733.75,86.6875,1647.0625,True
239,BLUE TAPE 3M 0.609x27.4mt.,81,product,0670-0017,123.33,6.1665,117.1635,True
240,BODYSCHUTZ 3M    900ml.,81,product,0718-0001,286.99,14.3495,272.6405,True
241,BODYSCHUTZ 3M  3.785Lts.,81,product,0718-0008,856.81,42.8405,813.9695,True
242,BORLA 100% LANA 6” PERFECT IT,81,product,0080-0054,284.6,14.23,270.37,True
243,BORLA DOBLE CARA 9”      05753,81,product,0080-0055,552.16,27.608,524.552,True
244,BORLA DOBLE CARA LANA     5703,81,product,0080-0011,416.99,20.8495,396.1405,True
245,BORLA DOBLE CARA LANA 2+2 5704,81,product,0080-0012,473.98,23.699,450.281,True
246,BORLA ESPONJA 3”MORAD.2pz05759,81,product,0080-0066,207.83,10.3915,197.4385,True
247,BORLA ESPONJA 3”NEGRA 2pz05726,81,product,0080-0067,207.84,10.392,197.448,True
248,BORLA ESPONJA AZUL 6”    33286,81,product,0080-0057,260.59,13.0295,247.5605,True
249,BORLA ESPONJA AZUL 8”     5733,81,product,0080-0014,246.18,12.309,233.871,True
250,BORLA ESPONJA AZUL 8”dbl 05708,81,product,0080-0059,460.8,23.04,437.76,True
251,BORLA ESPONJA BCA.2Cara8”05706,81,product,0080-0060,439.02,21.951,417.069,True
252,BORLA ESPONJA BLANCA 6”  33284,81,product,0080-0058,254.68,12.734,241.946,True
253,BORLA ESPONJA GRIS 6”    33285,81,product,0080-0056,267.28,13.364,253.916,True
254,BORLA ESPONJA NEGRA 8”dbl 5707,81,product,0080-0045,512.03,25.6015,486.4285,True
255,BORLA LANA AM.SUPERBUFF 9”5705,81,product,0080-0020,542.84,27.142,515.698,True
256,BORLA SENCILLA HOOK IT   05711,81,product,0080-0023,285.22,14.261,270.959,True
257,CATALIZADOR 2772 PINTURA TRANS,81,product,0142-0006,320.06,16.003,304.057,True
258,CERA DE CAVIDADES RUST F. 8892,81,product,0159-0001,241.7,12.085,229.615,True
